season,week,team,player_id,slot
2025,4,DET,00-0036963,WR1
2025,4,DET,00-0037240,WR2
2025,4,DET,00-0039065,TE1
2025,4,DET,00-0039139,RB1
2025,4,GB,00-0035700,RB1
2025,4,GB,00-0036264,QB1
2025,4,GB,00-0037816,WR2
2025,4,GB,00-0038393,WR3
2025,4,GB,00-0038797,RB2
2025,4,GB,00-0038996,TE1
2025,4,GB,00-0040667,WR1
2025,4,HOU,00-0034383,TE1
2025,4,HOU,00-0034775,WR2
2025,4,HOU,00-0034791,RB1
2025,4,HOU,00-0036554,WR1
2025,4,HOU,00-0038618,WR3
2025,4,HOU,00-0039163,QB1
2025,4,HOU,00-0040583,RB2
2025,4,IND,00-0035710,QB1
2025,4,IND,00-0036223,RB1
2025,4,IND,00-0036252,WR1
2025,4,IND,00-0037664,WR2
2025,4,IND,00-0038997,WR3
2025,4,IND,00-0040128,TE1
2025,4,IND,00-0040179,RB2
2025,4,JAX,00-0036626,WR3
2025,4,JAX,00-0036971,QB1
2025,4,JAX,00-0036973,RB1
2025,4,JAX,00-0038935,TE1
2025,4,JAX,00-0039893,WR1
2025,4,JAX,00-0040718,WR2
2025,4,JAX,00-0040719,RB2
2025,4,KC,00-0030506,TE1
2025,4,KC,00-0033873,QB1
2025,4,KC,00-0033923,RB2
2025,4,KC,00-0035662,WR2
2025,4,KC,00-0037197,RB1
2025,4,KC,00-0038104,WR3
2025,4,KC,00-0039894,WR1
2025,4,LA,00-0026498,QB1
2025,4,LA,00-0031381,WR2
2025,4,LA,00-0033110,TE1
2025,4,LA,00-0037840,RB1
2025,4,LA,00-0039075,WR1
2025,4,LA,00-0039738,RB2
2025,4,LA,00-0039751,WR3
2025,4,LAC,00-0030279,WR3
2025,4,LAC,00-0034159,TE1
2025,4,LAC,00-0036355,QB1
2025,4,LAC,00-0037617,RB2
2025,4,LAC,00-0038544,WR2
2025,4,LAC,00-0039915,WR1
2025,4,LAC,00-0040666,RB1
2025,4,LV,00-0030565,QB1
2025,4,LV,00-0034960,WR1
2025,4,LV,00-0038040,RB2
2025,4,LV,00-0038563,WR2
2025,4,LV,00-0039338,TE1
2025,4,LV,00-0040122,RB1
2025,4,LV,00-0040581,WR3
2025,4,MIA,00-0031610,TE1
2025,4,MIA,00-0033040,WR1
2025,4,MIA,00-0036212,QB1
2025,4,MIA,00-0036613,WR2
2025,4,MIA,00-0039040,RB1
2025,4,MIA,00-0039880,WR3
2025,4,MIA,00-0040198,RB2
2025,4,MIN,00-0035229,TE1
2025,4,MIN,00-0036322,WR1
2025,4,MIN,00-0037291,WR3
2025,4,MIN,00-0037525,RB1
2025,4,MIN,00-0038440,RB2
2025,4,MIN,00-0038994,WR2
2025,4,MIN,00-0039923,QB1
2025,4,NE,00-0031588,WR1
2025,4,NE,00-0033090,TE1
2025,4,NE,00-0033555,WR3
2025,4,NE,00-0036875,RB1
2025,4,NE,00-0038608,WR2
2025,4,NE,00-0039851,QB1
2025,4,NE,00-0040734,RB2
2025,4,NO,00-0031236,WR3
2025,4,NO,00-0033906,RB1
2025,4,NO,00-0036040,TE1
2025,4,NO,00-0037239,WR1
2025,4,NO,00-0037545,WR2
2025,4,NO,00-0038551,RB2
2025,4,NO,00-0039376,QB1
2025,4,NYG,00-0035535,WR3
2025,4,NYG,00-0038117,WR2
2025,4,NYG,00-0039337,WR1
2025,4,NYG,00-0039384,RB2
2025,4,NYG,00-0039847,TE1
2025,4,NYG,00-0040691,QB1
2025,4,NYG,00-0040715,RB1
2025,4,NYJ,00-0033943,WR2
2025,4,NYJ,00-0036427,WR3
2025,4,NYJ,00-0036945,QB1
2025,4,NYJ,00-0037740,WR1
2025,4,NYJ,00-0038120,RB1
2025,4,NYJ,00-0039794,RB2
2025,4,NYJ,00-0040736,TE1
2025,4,PHI,00-0034351,TE1
2025,4,PHI,00-0034844,RB1
2025,4,PHI,00-0035676,WR1
2025,4,PHI,00-0036389,QB1
2025,4,PHI,00-0036912,WR2
2025,4,PHI,00-0037741,WR3
2025,4,PHI,00-0039746,RB2
2025,4,PIT,00-0023459,QB1
2025,4,PIT,00-0033858,TE1
2025,4,PIT,00-0035640,WR1
2025,4,PIT,00-0036919,RB2
2025,4,PIT,00-0037228,RB1
2025,4,PIT,00-0037837,WR2
2025,4,PIT,00-0039739,WR3
2025,4,SEA,00-0033908,WR2
2025,4,SEA,00-0034869,QB1
2025,4,SEA,00-0038134,RB1
2025,4,SEA,00-0038543,WR1
2025,4,SEA,00-0039165,RB2
2025,4,SEA,00-0039793,TE1
2025,4,SEA,00-0040648,WR3
2025,4,SF,00-0033280,RB1
2025,4,SF,00-0033307,WR3
2025,4,SF,00-0036259,WR1
2025,4,SF,00-0037112,TE1
2025,4,SF,00-0037746,RB2
2025,4,SF,00-0037834,QB1
2025,4,SF,00-0039916,WR2
2025,4,TB,00-0031408,WR1
2025,4,TB,00-0033921,WR2
2025,4,TB,00-0034855,QB1
2025,4,TB,00-0037256,RB2
2025,4,TB,00-0038129,TE1
2025,4,TB,00-0039361,RB1
2025,4,TB,00-0040129,WR3
2025,4,TEN,00-0032211,WR3
2025,4,TEN,00-0034837,WR1
2025,4,TEN,00-0035261,RB1
2025,4,TEN,00-0037594,RB2
2025,4,TEN,00-0037809,TE1
2025,4,TEN,00-0040170,WR2
2025,4,TEN,00-0040676,QB1
2025,4,WAS,00-0030061,TE1
2025,4,WAS,00-0033591,WR3
2025,4,WAS,00-0035659,WR1
2025,4,WAS,00-0035719,WR2
2025,4,WAS,00-0038611,RB2
2025,4,WAS,00-0039910,QB1
2025,4,WAS,00-0040242,RB1
2025,5,ARI,00-0033891,WR3
2025,5,ARI,00-0035228,QB1
2025,5,ARI,00-0036924,RB2
2025,5,ARI,00-0037744,TE1
2025,5,ARI,00-0038559,WR2
2025,5,ARI,00-0038705,RB1
2025,5,ARI,00-0039849,WR1
2025,5,BAL,00-0030564,WR3
2025,5,BAL,00-0032764,RB1
2025,5,BAL,00-0034753,TE1
2025,5,BAL,00-0034796,QB1
2025,5,BAL,00-0034975,RB2
2025,5,BAL,00-0036550,WR2
2025,5,BAL,00-0039064,WR1
2025,5,BUF,00-0034857,QB1
2025,5,BUF,00-0036988,WR3
2025,5,BUF,00-0037248,RB1
2025,5,BUF,00-0037261,WR2
2025,5,BUF,00-0038933,TE1
2025,5,BUF,00-0039875,RB2
2025,5,BUF,00-0039901,WR1
2025,5,CAR,00-0034983,WR3
2025,5,CAR,00-0036139,RB2
2025,5,CAR,00-0036555,RB1
2025,5,CAR,00-0039150,QB1
2025,5,CAR,00-0039342,WR2
2025,5,CAR,00-0039356,TE1
2025,5,CAR,00-0040124,WR1
2025,5,CIN,00-0033526,RB2
2025,5,CIN,00-0035100,QB1
2025,5,CIN,00-0035644,TE1
2025,5,CIN,00-0036410,WR2
2025,5,CIN,00-0036900,WR1
2025,5,CIN,00-0038597,RB1
2025,5,CIN,00-0038619,WR3
2025,5,CLE,00-0033885,TE1
2025,5,CLE,00-0036407,WR1
2025,5,CLE,00-0037267,RB2
2025,5,CLE,00-0039379,WR3
2025,5,CLE,00-0040704,QB1
2025,5,CLE,00-0040782,WR2
2025,5,CLE,00-0040784,RB1
2025,5,DAL,00-0033077,QB1
2025,5,DAL,00-0035243,RB2
2025,5,DAL,00-0036358,WR1
2025,5,DAL,00-0036997,RB1
2025,5,DAL,00-0037247,WR2
2025,5,DAL,00-0037666,WR3
2025,5,DAL,00-0038041,TE1
2025,5,DEN,00-0033881,TE1
2025,5,DEN,00-0034348,WR1
2025,5,DEN,00-0036158,RB1
2025,5,DEN,00-0038976,WR3
2025,5,DEN,00-0039732,QB1
2025,5,DEN,00-0039868,WR2
2025,5,DEN,00-0040730,RB2
2025,5,DET,00-0032464,WR3
2025,5,DET,00-0033106,QB1
2025,5,DET,00-0035685,RB2
2025,5,DET,00-0036963,WR1
2025,5,DET,00-0037240,WR2
2025,5,DET,00-0039065,TE1
2025,5,DET,00-0039139,RB1
2025,5,HOU,00-0034383,TE1
2025,5,HOU,00-0034775,WR2
2025,5,HOU,00-0034791,RB1
2025,5,HOU,00-0036554,WR1
2025,5,HOU,00-0038618,WR3
2025,5,HOU,00-0039163,QB1
2025,5,HOU,00-0040583,RB2
2025,5,IND,00-0035710,QB1
2025,5,IND,00-0036223,RB1
2025,5,IND,00-0036252,WR1
2025,5,IND,00-0037664,WR2
2025,5,IND,00-0038997,WR3
2025,5,IND,00-0040128,TE1
2025,5,IND,00-0040179,RB2
2025,5,JAX,00-0036626,WR3
2025,5,JAX,00-0036971,QB1
2025,5,JAX,00-0036973,RB1
2025,5,JAX,00-0038935,TE1
2025,5,JAX,00-0039893,WR1
2025,5,JAX,00-0040718,WR2
2025,5,JAX,00-0040719,RB2
2025,5,KC,00-0030506,TE1
2025,5,KC,00-0033857,WR3
2025,5,KC,00-0033873,QB1
2025,5,KC,00-0033923,RB2
2025,5,KC,00-0035662,WR2
2025,5,KC,00-0037197,RB1
2025,5,KC,00-0039894,WR1
2025,5,LA,00-0026498,QB1
2025,5,LA,00-0031381,WR2
2025,5,LA,00-0033110,TE1
2025,5,LA,00-0037840,RB1
2025,5,LA,00-0039075,WR1
2025,5,LA,00-0039738,RB2
2025,5,LA,00-0039751,WR3
2025,5,LAC,00-0030279,WR3
2025,5,LAC,00-0034159,TE1
2025,5,LAC,00-0036355,QB1
2025,5,LAC,00-0037617,RB2
2025,5,LAC,00-0038544,WR2
2025,5,LAC,00-0039915,WR1
2025,5,LAC,00-0040666,RB1
2025,5,LV,00-0030565,QB1
2025,5,LV,00-0031687,RB2
2025,5,LV,00-0034960,WR1
2025,5,LV,00-0038563,WR2
2025,5,LV,00-0039338,TE1
2025,5,LV,00-0040122,RB1
2025,5,LV,00-0040581,WR3
2025,5,MIA,00-0031610,TE1
2025,5,MIA,00-0036182,WR3
2025,5,MIA,00-0036212,QB1
2025,5,MIA,00-0036613,WR1
2025,5,MIA,00-0039040,RB1
2025,5,MIA,00-0039880,WR2
2025,5,MIA,00-0040198,RB2
2025,5,MIN,00-0035229,TE1
2025,5,MIN,00-0036322,WR1
2025,5,MIN,00-0037291,WR3
2025,5,MIN,00-0037525,RB1
2025,5,MIN,00-0038440,RB2
2025,5,MIN,00-0038994,WR2
2025,5,MIN,00-0039923,QB1
2025,5,NE,00-0031588,WR1
2025,5,NE,00-0033090,TE1
2025,5,NE,00-0033555,WR3
2025,5,NE,00-0036875,RB1
2025,5,NE,00-0038608,WR2
2025,5,NE,00-0039851,QB1
2025,5,NE,00-0040734,RB2
2025,5,NO,00-0031236,WR3
2025,5,NO,00-0033906,RB1
2025,5,NO,00-0036040,TE1
2025,5,NO,00-0037239,WR1
2025,5,NO,00-0037545,WR2
2025,5,NO,00-0038551,RB2
2025,5,NO,00-0039376,QB1
2025,5,NYG,00-0035535,WR2
2025,5,NYG,00-0038117,WR1
2025,5,NYG,00-0038938,WR3
2025,5,NYG,00-0039384,RB2
2025,5,NYG,00-0039847,TE1
2025,5,NYG,00-0040691,QB1
2025,5,NYG,00-0040715,RB1
2025,5,NYJ,00-0033943,WR2
2025,5,NYJ,00-0036945,QB1
2025,5,NYJ,00-0037740,WR1
2025,5,NYJ,00-0038120,RB1
2025,5,NYJ,00-0039798,RB2
2025,5,NYJ,00-0040582,WR3
2025,5,NYJ,00-0040736,TE1
2025,5,PHI,00-0034351,TE1
2025,5,PHI,00-0034844,RB1
2025,5,PHI,00-0035676,WR1
2025,5,PHI,00-0036265,RB2
2025,5,PHI,00-0036389,QB1
2025,5,PHI,00-0036912,WR2
2025,5,PHI,00-0037741,WR3
2025,5,SEA,00-0033908,WR2
2025,5,SEA,00-0034869,QB1
2025,5,SEA,00-0038134,RB1
2025,5,SEA,00-0038543,WR1
2025,5,SEA,00-0039165,RB2
2025,5,SEA,00-0039793,TE1
2025,5,SEA,00-0040648,WR3
2025,5,SF,00-0033280,RB1
2025,5,SF,00-0033307,WR3
2025,5,SF,00-0036259,WR1
2025,5,SF,00-0037112,TE1
2025,5,SF,00-0037746,RB2
2025,5,SF,00-0037834,QB1
2025,5,SF,00-0039916,WR2
2025,5,TB,00-0031408,WR1
2025,5,TB,00-0033921,WR2
2025,5,TB,00-0034855,QB1
2025,5,TB,00-0037256,RB2
2025,5,TB,00-0038129,TE1
2025,5,TB,00-0039361,RB1
2025,5,TB,00-0040129,WR3
2025,5,TEN,00-0032211,WR3
2025,5,TEN,00-0034837,WR1
2025,5,TEN,00-0035261,RB1
2025,5,TEN,00-0037809,TE1
2025,5,TEN,00-0039032,RB2
2025,5,TEN,00-0040170,WR2
2025,5,TEN,00-0040676,QB1
2025,5,WAS,00-0030061,TE1
2025,5,WAS,00-0033591,WR3
2025,5,WAS,00-0035659,WR1
2025,5,WAS,00-0035719,WR2
2025,5,WAS,00-0038611,RB2
2025,5,WAS,00-0039910,QB1
2025,5,WAS,00-0040242,RB1
2025,6,ARI,00-0033891,WR3
2025,6,ARI,00-0035228,QB1
2025,6,ARI,00-0036924,RB1
2025,6,ARI,00-0037744,TE1
2025,6,ARI,00-0038559,WR2
2025,6,ARI,00-0038705,RB2
2025,6,ARI,00-0039849,WR1
2025,6,ATL,00-0034407,WR3
2025,6,ATL,00-0036309,WR2
2025,6,ATL,00-0036970,TE1
2025,6,ATL,00-0037238,WR1
2025,6,ATL,00-0037263,RB2
2025,6,ATL,00-0038542,RB1
2025,6,ATL,00-0039917,QB1
2025,6,BAL,00-0030564,WR3
2025,6,BAL,00-0032764,RB1
2025,6,BAL,00-0034753,TE1
2025,6,BAL,00-0034796,QB1
2025,6,BAL,00-0034975,RB2
2025,6,BAL,00-0036550,WR2
2025,6,BAL,00-0039064,WR1
2025,6,BUF,00-0034857,QB1
2025,6,BUF,00-0036988,WR3
2025,6,BUF,00-0037248,RB1
2025,6,BUF,00-0037261,WR2
2025,6,BUF,00-0038933,TE1
2025,6,BUF,00-0039875,RB2
2025,6,BUF,00-0039901,WR1
2025,6,CAR,00-0034983,WR3
2025,6,CAR,00-0036139,RB2
2025,6,CAR,00-0036555,RB1
2025,6,CAR,00-0039150,QB1
2025,6,CAR,00-0039342,WR2
2025,6,CAR,00-0039356,TE1
2025,6,CAR,00-0040124,WR1
2025,6,CHI,00-0034827,WR1
2025,6,CHI,00-0035208,WR3
2025,6,CHI,00-0036275,RB1
2025,6,CHI,00-0036290,TE1
2025,6,CHI,00-0039918,QB1
2025,6,CHI,00-0039919,WR2
2025,6,CHI,00-0040236,RB2
2025,6,CIN,00-0026158,QB1
2025,6,CIN,00-0033526,RB2
2025,6,CIN,00-0034829,TE1
2025,6,CIN,00-0036410,WR2
2025,6,CIN,00-0036900,WR1
2025,6,CIN,00-0038597,RB1
2025,6,CIN,00-0038619,WR3
2025,6,CLE,00-0033885,TE1
2025,6,CLE,00-0036407,WR1
2025,6,CLE,00-0037267,RB2
2025,6,CLE,00-0039379,WR3
2025,6,CLE,00-0040704,QB1
2025,6,CLE,00-0040782,WR2
2025,6,CLE,00-0040784,RB1
2025,6,DAL,00-0033077,QB1
2025,6,DAL,00-0036358,WR1
2025,6,DAL,00-0036997,RB1
2025,6,DAL,00-0037247,WR2
2025,6,DAL,00-0037666,WR3
2025,6,DAL,00-0038041,TE1
2025,6,DAL,00-0040586,RB2
2025,6,DEN,00-0033881,TE1
2025,6,DEN,00-0034348,WR1
2025,6,DEN,00-0036158,RB1
2025,6,DEN,00-0038976,WR3
2025,6,DEN,00-0039732,QB1
2025,6,DEN,00-0039868,WR2
2025,6,DEN,00-0040730,RB2
2025,6,DET,00-0032464,WR3
2025,6,DET,00-0033106,QB1
2025,6,DET,00-0035685,RB2
2025,6,DET,00-0036963,WR1
2025,6,DET,00-0037240,WR2
2025,6,DET,00-0039065,TE1
2025,6,DET,00-0039139,RB1
2025,6,GB,00-0035700,RB1
2025,6,GB,00-0036264,QB1
2025,6,GB,00-0037816,WR2
2025,6,GB,00-0038393,WR3
2025,6,GB,00-0038797,RB2
2025,6,GB,00-0038996,TE1
2025,6,GB,00-0040667,WR1
2025,6,IND,00-0035710,QB1
2025,6,IND,00-0036223,RB1
2025,6,IND,00-0036252,WR1
2025,6,IND,00-0037664,WR3
2025,6,IND,00-0038997,WR2
2025,6,IND,00-0040128,TE1
2025,6,IND,00-0040179,RB2
2025,6,JAX,00-0033246,TE1
2025,6,JAX,00-0036626,WR3
2025,6,JAX,00-0036971,QB1
2025,6,JAX,00-0036973,RB1
2025,6,JAX,00-0039893,WR1
2025,6,JAX,00-0040718,WR2
2025,6,JAX,00-0040719,RB2
2025,6,KC,00-0030506,TE1
2025,6,KC,00-0033857,WR3
2025,6,KC,00-0033873,QB1
2025,6,KC,00-0033923,RB2
2025,6,KC,00-0035662,WR2
2025,6,KC,00-0037197,RB1
2025,6,KC,00-0039894,WR1
2025,6,LA,00-0026498,QB1
2025,6,LA,00-0031381,WR2
2025,6,LA,00-0033110,TE1
2025,6,LA,00-0037840,RB1
2025,6,LA,00-0039075,WR1
2025,6,LA,00-0039738,RB2
2025,6,LA,00-0039751,WR3
2025,6,LAC,00-0030279,WR3
2025,6,LAC,00-0034159,TE1
2025,6,LAC,00-0036355,QB1
2025,6,LAC,00-0037617,RB1
2025,6,LAC,00-0038544,WR2
2025,6,LAC,00-0039391,RB2
2025,6,LAC,00-0039915,WR1
2025,6,LV,00-0030565,QB1
2025,6,LV,00-0031687,RB2
2025,6,LV,00-0034960,WR1
2025,6,LV,00-0038563,WR2
2025,6,LV,00-0039338,TE1
2025,6,LV,00-0040122,RB1
2025,6,LV,00-0040729,WR3
2025,6,MIA,00-0031610,TE1
2025,6,MIA,00-0036182,WR3
2025,6,MIA,00-0036212,QB1
2025,6,MIA,00-0036613,WR1
2025,6,MIA,00-0039040,RB1
2025,6,MIA,00-0039880,WR2
2025,6,MIA,00-0040198,RB2
2025,6,NE,00-0031588,WR1
2025,6,NE,00-0033090,TE1
2025,6,NE,00-0033555,WR3
2025,6,NE,00-0036875,RB1
2025,6,NE,00-0038608,WR2
2025,6,NE,00-0039851,QB1
2025,6,NE,00-0040734,RB2
2025,6,NO,00-0031236,WR3
2025,6,NO,00-0033906,RB1
2025,6,NO,00-0036040,TE1
2025,6,NO,00-0037239,WR1
2025,6,NO,00-0037545,WR2
2025,6,NO,00-0038551,RB2
2025,6,NO,00-0039376,QB1
2025,6,NYG,00-0035535,WR2
2025,6,NYG,00-0038117,WR1
2025,6,NYG,00-0038938,WR3
2025,6,NYG,00-0039384,RB2
2025,6,NYG,00-0039847,TE1
2025,6,NYG,00-0040691,QB1
2025,6,NYG,00-0040715,RB1
2025,6,NYJ,00-0033943,WR2
2025,6,NYJ,00-0036945,QB1
2025,6,NYJ,00-0037740,WR1
2025,6,NYJ,00-0038120,RB1
2025,6,NYJ,00-0039798,RB2
2025,6,NYJ,00-0040582,WR3
2025,6,NYJ,00-0040736,TE1
2025,6,PHI,00-0034351,TE1
2025,6,PHI,00-0034844,RB1
2025,6,PHI,00-0035676,WR1
2025,6,PHI,00-0036265,RB2
2025,6,PHI,00-0036389,QB1
2025,6,PHI,00-0036912,WR2
2025,6,PHI,00-0037741,WR3
2025,6,PIT,00-0023459,QB1
2025,6,PIT,00-0033858,TE1
2025,6,PIT,00-0035640,WR1
2025,6,PIT,00-0036862,WR3
2025,6,PIT,00-0036919,RB2
2025,6,PIT,00-0037228,RB1
2025,6,PIT,00-0037837,WR2
2025,6,SEA,00-0033908,WR2
2025,6,SEA,00-0034869,QB1
2025,6,SEA,00-0038134,RB1
2025,6,SEA,00-0038543,WR1
2025,6,SEA,00-0039165,RB2
2025,6,SEA,00-0039793,TE1
2025,6,SEA,00-0040648,WR3
2025,6,SF,00-0033280,RB1
2025,6,SF,00-0033307,WR3
2025,6,SF,00-0036259,WR1
2025,6,SF,00-0037112,TE1
2025,6,SF,00-0037746,RB2
2025,6,SF,00-0037834,QB1
2025,6,SF,00-0039916,WR2
2025,6,TB,00-0031408,WR1
2025,6,TB,00-0033921,WR2
2025,6,TB,00-0034855,QB1
2025,6,TB,00-0037256,RB2
2025,6,TB,00-0038129,TE1
2025,6,TB,00-0039361,RB1
2025,6,TB,00-0040129,WR3
2025,6,TEN,00-0034837,WR1
2025,6,TEN,00-0035261,RB1
2025,6,TEN,00-0037809,TE1
2025,6,TEN,00-0039032,RB2
2025,6,TEN,00-0040170,WR2
2025,6,TEN,00-0040676,QB1
2025,6,TEN,00-0040705,WR3
2025,6,WAS,00-0030061,TE1
2025,6,WAS,00-0033591,WR3
2025,6,WAS,00-0035659,WR1
2025,6,WAS,00-0035719,WR2
2025,6,WAS,00-0038611,RB2
2025,6,WAS,00-0039910,QB1
2025,6,WAS,00-0040242,RB1
2025,7,ARI,00-0035228,QB1
2025,7,ATL,00-0036309,WR2
2025,7,ATL,00-0036970,TE1
2025,7,ATL,00-0037238,WR1
2025,7,ATL,00-0037263,RB2
2025,7,ATL,00-0038542,RB1
2025,7,ATL,00-0039394,WR3
2025,7,ATL,00-0039917,QB1
2025,7,CAR,00-0036139,RB2
2025,7,CAR,00-0036555,RB1
2025,7,CAR,00-0039150,QB1
2025,7,CAR,00-0039342,WR2
2025,7,CAR,00-0039356,TE1
2025,7,CAR,00-0039491,WR3
2025,7,CAR,00-0040124,WR1
2025,7,CHI,00-0034827,WR2
2025,7,CHI,00-0035208,WR3
2025,7,CHI,00-0036275,RB1
2025,7,CHI,00-0036290,TE1
2025,7,CHI,00-0039918,QB1
2025,7,CHI,00-0039919,WR1
2025,7,CHI,00-0040236,RB2
2025,7,CIN,00-0026158,QB1
2025,7,CIN,00-0033526,RB2
2025,7,CIN,00-0035644,TE1
2025,7,CIN,00-0036410,WR2
2025,7,CIN,00-0036900,WR1
2025,7,CIN,00-0038597,RB1
2025,7,CIN,00-0038619,WR3
2025,7,CLE,00-0033885,TE1
2025,7,CLE,00-0036407,WR1
2025,7,CLE,00-0037267,RB2
2025,7,CLE,00-0039379,WR3
2025,7,CLE,00-0040704,QB1
2025,7,CLE,00-0040782,WR2
2025,7,CLE,00-0040784,RB1
2025,7,DAL,00-0033077,QB1
2025,7,DAL,00-0036358,WR1
2025,7,DAL,00-0036997,RB1
2025,7,DAL,00-0037247,WR2
2025,7,DAL,00-0038041,TE1
2025,7,DAL,00-0039410,WR3
2025,7,DAL,00-0040586,RB2
2025,7,DEN,00-0033881,TE1
2025,7,DEN,00-0034348,WR1
2025,7,DEN,00-0036158,RB1
2025,7,DEN,00-0038976,WR3
2025,7,DEN,00-0039732,QB1
2025,7,DEN,00-0039868,WR2
2025,7,DEN,00-0040730,RB2
2025,7,DET,00-0033106,QB1
2025,7,DET,00-0035685,RB2
2025,7,DET,00-0036963,WR1
2025,7,DET,00-0037240,WR2
2025,7,DET,00-0039065,TE1
2025,7,DET,00-0039139,RB1
2025,7,DET,00-0040669,WR3
2025,7,GB,00-0035700,RB1
2025,7,GB,00-0036264,QB1
2025,7,GB,00-0037816,WR2
2025,7,GB,00-0038393,WR3
2025,7,GB,00-0038797,RB2
2025,7,GB,00-0038996,TE1
2025,7,GB,00-0040667,WR1
2025,7,HOU,00-0034383,TE1
2025,7,HOU,00-0034775,WR2
2025,7,HOU,00-0034791,RB1
2025,7,HOU,00-0036554,WR1
2025,7,HOU,00-0038618,WR3
2025,7,HOU,00-0039163,QB1
2025,7,HOU,00-0040583,RB2
2025,7,IND,00-0035710,QB1
2025,7,IND,00-0036223,RB1
2025,7,IND,00-0036252,WR1
2025,7,IND,00-0037664,WR3
2025,7,IND,00-0038997,WR2
2025,7,IND,00-0040128,TE1
2025,7,IND,00-0040179,RB2
2025,7,JAX,00-0036626,WR3
2025,7,JAX,00-0036971,QB1
2025,7,JAX,00-0036973,RB1
2025,7,JAX,00-0037004,TE1
2025,7,JAX,00-0039893,WR1
2025,7,JAX,00-0040718,WR2
2025,7,JAX,00-0040719,RB2
2025,7,KC,00-0030506,TE1
2025,7,KC,00-0033873,QB1
2025,7,KC,00-0033923,RB2
2025,7,KC,00-0035662,WR3
2025,7,KC,00-0037197,RB1
2025,7,KC,00-0039067,WR1
2025,7,KC,00-0039894,WR2
2025,7,LA,00-0026498,QB1
2025,7,LA,00-0031381,WR2
2025,7,LA,00-0033110,TE1
2025,7,LA,00-0037840,RB1
2025,7,LA,00-0039075,WR1
2025,7,LA,00-0039738,RB2
2025,7,LA,00-0039751,WR3
2025,7,LAC,00-0030279,WR3
2025,7,LAC,00-0036355,QB1
2025,7,LAC,00-0037617,RB2
2025,7,LAC,00-0038544,WR2
2025,7,LAC,00-0039391,RB1
2025,7,LAC,00-0039915,WR1
2025,7,LAC,00-0040189,TE1
2025,7,LV,00-0030565,QB1
2025,7,LV,00-0031687,RB2
2025,7,LV,00-0034960,WR1
2025,7,LV,00-0038563,WR2
2025,7,LV,00-0039338,TE1
2025,7,LV,00-0040122,RB1
2025,7,LV,00-0040729,WR3
2025,7,MIA,00-0031610,TE1
2025,7,MIA,00-0036182,WR3
2025,7,MIA,00-0036212,QB1
2025,7,MIA,00-0036613,WR1
2025,7,MIA,00-0039040,RB1
2025,7,MIA,00-0039880,WR2
2025,7,MIA,00-0040198,RB2
2025,7,MIN,00-0035229,TE1
2025,7,MIN,00-0036322,WR1
2025,7,MIN,00-0037291,WR3
2025,7,MIN,00-0037525,RB1
2025,7,MIN,00-0038440,RB2
2025,7,MIN,00-0038994,WR2
2025,7,MIN,00-0039923,QB1
2025,7,NE,00-0031588,WR1
2025,7,NE,00-0033090,TE1
2025,7,NE,00-0033555,WR3
2025,7,NE,00-0036875,RB1
2025,7,NE,00-0038608,WR2
2025,7,NE,00-0039851,QB1
2025,7,NE,00-0040734,RB2
2025,7,NO,00-0031236,WR3
2025,7,NO,00-0033906,RB1
2025,7,NO,00-0036040,TE1
2025,7,NO,00-0037239,WR1
2025,7,NO,00-0037545,WR2
2025,7,NO,00-0038551,RB2
2025,7,NO,00-0039376,QB1
2025,7,NYG,00-0035406,WR3
2025,7,NYG,00-0035535,WR2
2025,7,NYG,00-0038117,WR1
2025,7,NYG,00-0039384,RB2
2025,7,NYG,00-0039847,TE1
2025,7,NYG,00-0040691,QB1
2025,7,NYG,00-0040715,RB1
2025,7,NYJ,00-0033943,WR2
2025,7,NYJ,00-0036945,QB1
2025,7,NYJ,00-0037740,WR1
2025,7,NYJ,00-0038120,RB1
2025,7,NYJ,00-0039798,RB2
2025,7,NYJ,00-0040582,WR3
2025,7,NYJ,00-0040736,TE1
2025,7,PHI,00-0034351,TE1
2025,7,PHI,00-0034844,RB1
2025,7,PHI,00-0035676,WR1
2025,7,PHI,00-0036265,RB2
2025,7,PHI,00-0036389,QB1
2025,7,PHI,00-0036912,WR2
2025,7,PHI,00-0037741,WR3
2025,7,PIT,00-0023459,QB1
2025,7,PIT,00-0035298,WR3
2025,7,PIT,00-0035640,WR1
2025,7,PIT,00-0036919,RB2
2025,7,PIT,00-0037228,RB1
2025,7,PIT,00-0037837,WR2
2025,7,PIT,00-0038558,TE1
2025,7,SEA,00-0033908,WR2
2025,7,SEA,00-0034869,QB1
2025,7,SEA,00-0038134,RB1
2025,7,SEA,00-0038543,WR1
2025,7,SEA,00-0039165,RB2
2025,7,SEA,00-0039793,TE1
2025,7,SEA,00-0040648,WR3
2025,7,SF,00-0033280,RB1
2025,7,SF,00-0033288,TE1
2025,7,SF,00-0033307,WR3
2025,7,SF,00-0036259,WR1
2025,7,SF,00-0037746,RB2
2025,7,SF,00-0037834,QB1
2025,7,SF,00-0039916,WR2
2025,7,TB,00-0031408,WR1
2025,7,TB,00-0033921,WR3
2025,7,TB,00-0034855,QB1
2025,7,TB,00-0037256,RB2
2025,7,TB,00-0038129,TE1
2025,7,TB,00-0039361,RB1
2025,7,TB,00-0040129,WR2
2025,7,TEN,00-0034837,WR1
